站点名,经停线路数
瀛洲生态公园,6
瀛洲路,6
灵山市场站,6
灵山成校站,6
灵山村站,6
灵山路口南站,6
牛眠,6
玉岩路中,6
环市中路口,6
环洲三路东,6
珠吉路口,6
珠村小学,6
珠江湾站,6
珠江街(珠江二路),6
瑞和路北,6
瑞宝小学,6
生物研究院,6
田美上庄,6
田美新村,6
田美村,6
留新路口,6
白云山制药厂总站,6
白云机场T2航站楼,6
白石村,6
白藤滘站,6
石中路口,6
石井,6
石化生活区,6
石岗东村,6
石岗西村,6
石榴岗路西,6
石湖村口,6
石碁村,6
石马村口,6
碧桂东苑,6
碧桂园中门,6
碧桂园北门,6
碧桂园天玺湾站,6
礼村东,6
神山,6
福和市场,6
穗盐路东,6
竹料路口,6
简太路,6
红星桥,6
罗家村(市莲路),6
罗家村(番禺大道),6
美彩家纺产业园,6
美心苑,6
联邦工业城,6
腊圃路口,6
花东中队,6
芳村花园,6
荔城医院,6
荔红南路,6
莱茵汇(广百),6
营溪村,6
西二村口,6
西宁小学,6
西樵村站,6
西街口,6
西街市场,6
赤坭一幼,6
赤岗新村,6
赵溪村,6
软件路西,6
远安路,6
连塘路口,6
逢源路,6
逸景路东,6
逸翠庄园,6
鄱阳路,6
金信路,6
金岭中路站,6
金洲地铁站(双山大道),6
金穗路,6
金隆路站,6
钟二,6
钟韦路口,6
钧明欢乐世界,6
锦绣半山,6
镇龙一中,6
镇龙新总站,6
长城大厦,6
长安,6
长腰岭,6
长腰岭永安街口,6
长龙村,6
长龙村西,6
阅江西路中,6
雄狮西路,6
青云公园,6
马场路南,6
骏业路东,6
骏业路中,6
高唐路,6
鱼珠码头,6
鱼窝头车站,6
鳌头客运站总站,6
鸣翠苑,6
麒麟新城站,6
黄冈小学,6
黄村训练基地,6
黄沙后道,6
黄沙总站,6
黄边南(市二矿),6
黄边南路,6
黄阁汽车城,6
黄阁汽车城地铁站,6
黄阁镇政府站,6
齐富路东,6
龙城商业中心,6
龙归路口,6
龙溪大道中,6
龙穴岛,6
214站,5
七星路口,5
万国园站,5
万田公园,5
万科四季花城总站,5
万科海上明月,5
万达广场总站,5
万顷沙中学,5
三东市场,5
三东村,5
三善村口,5
三将军路口,5
三眼桥,5
上境村,5
上水,5
上邵村,5
下坭村站,5
下沙,5
业田村,5
东华村,5
东圃村,5
东川路,5
东方白云花园,5
东涌镇标,5
东环城际花山镇站,5
东石牌坊,5
东苑小区,5
两龙卫生站,5
中华永久墓园,5
中国邮政门口,5
中堂路口,5
中心工业区站,5
中恒商业广场,5
中海誉城南门,5
中船龙穴基地宿舍,5
丰乐北路(莲塘),5
丰田汽车厂,5
临江大道,5
临江大道东,5
乌冲,5
乐意居,5
九和村,5
九和村北,5
九太路口,5
九比村站,5
九益村,5
云城南四路,5
云城西路,5
云埔一路,5
云峰花园,5
五华直街,5
五羊本田,5
五龙岗路口,5
亚运城体验中心,5
亚运城天荟临时站,5
亚运源筑,5
交警大队,5
交警大队,5
人和华成路,5
人和车站,5
仁威庙,5
从化二中,5
仙桂村,5
会展中心码头,5
低碳总部园,5
佛岗村委(八号仓东)站,5
保利一号公馆,5
保利城南怡湾,5
健乐医院,5
健明六路,5
元下田村,5
元岗横路(景晖苑),5
关帝岗,5
兴发市场,5
农垦总局,5
冲口,5
凤凰大道(市南路口),5
凤岗地铁站D出口,5
凤馨苑站,5
凫洲大桥站,5
勒竹新村,5
化龙镇中心小学,5
北山村,5
北斗渡口,5
北星,5
北村,5
区健康管理中心,5
区政务中心,5
区政务服务中心站(西),5
华夏路北,5
华工大总站,5
华景新城西,5
华观路中,5
华馨苑,5
南云东街,5
南医大五附院,5
南沙十里方圆,5
南沙华师附小站,5
南沙奥园站,5
南沙客运站,5
南沙湾御苑,5
南沙疾控中心站,5
南浦敏捷金月湾,5
南航路口,5
博物馆,5
友好医院,5
双和大马路中,5
双和大马路西,5
口岸路口,5
台涌,5
合和新城,5
合景路,5
合景路东,5
吉山村委,5
向西村口,5
启学路(玉岩路路口),5
员村西街中,5
和兴步行街,5
唐阁,5
嘉翠苑站,5
四角围村,5
团星村(风云岭),5
图书馆,5
地铁万顷沙站,5
地铁东晓南站,5
地铁会江站,5
地铁何棠下站(知识城南),5
地铁厦滘站,5
地铁广隆站,5
地铁汤村站,5
地铁香雪站,5
地铁马沥站,5
地铁高增站总站,5
坦尾路,5
坳岗,5
城市花园路口,5
城西花园,5
城郊中学,5
培新中学,5
堑口码头(一劳大旧址),5
塘贝,5
塘贝村,5
塱仔新村,5
增城区第一中学,5
夏花二路,5
大东门(越秀北路),5
大塘西总站(敦和),5
大岭路口,5
大布市场,5
大干围,5
大干围中,5
大干围北,5
大江苑,5
大沙北路,5
大源,5
大田村,5
大石城,5
大石文化广场,5
大石街道办,5
大龙小学,5
大龙经济发展公司,5
天坤三路总站,5
天坤二路,5
天河东路口,5
天河科技街,5
天誉,5
太和总站,5
太平中学,5
太行站(临时站),5
姬堂商业街,5
媒体村,5
宏威路,5
官涌村,5
宝华路,5
宝华路口,5
宝墨园总站,5
富裕围,5
富豪山庄,5
将军潭,5
小楼人家,5
小楼车站,5
屏山牌坊,5
岑村公安宿舍,5
岗头,5
工业路,5
市桥文化中心,5
布岭路口,5
布心,5
布心村,5
平沙路口,5
平洲玉器街,5
广东外贸学校,5
广东机电职业技术学院北门,5
广发行,5
广塘,5
广州前海人寿医院,5
广州北站西广场,5
广州科技创新基地,5
广惠高速仙村出口,5
广汕路(科景路口)总站,5
广珠路口站,5
广生路口站,5
庙南高速路口,5
庙贝农场,5
康富路,5
建设大道,5
开创大道(科翔路口),5
开发区立交桥北,5
彩虹戏院,5
恒大山水城,5
恒福路,5
悦兴综合市场,5
护林路(珠村),5
护林路(茅岗路口),5
护林路西,5
挂绿广场东,5
振兴村,5
揽月路,5
文化公园总站,5
文园,5
新世界大厦A,5
新兴村委总站,5
新华中学,5
新塘地铁站,5
新广场,5
新庄村,5
新庄村委,5
新明村,5
新村路口,5
新街小学,5
旗新村,5
旧围村,5
旺旺食品有限公司,5
星悦路(车陂南隧道口),5
星汇园,5
星海小学,5
春晖苑,5
景泰直街,5
景裕嘉园,5
晴海岸站,5
曙光路,5
朱村,5
杨一村,5
杨一村东,5
杨荷桥东,5
松柏东街北,5
松田学院,5
板头市场站,5
板头村站,5
板桥西,5
枝山村,5
柏塘,5
桃源,5
桥头村,5
桥虹花园,5
梅园村,5
梅山村(金江大道),5
棠下村口站,5
榄九路口,5
横塱村,5
横江墟,5
横沙村,5
横潭牌坊,5
横潭路口,5
正隆村,5
水务局,5
水沥,5
水电二局医院,5
水门村,5
永兴市场,5
永和综合楼,5
永和贤江公交总站,5
永善村,5
汇侨新城总站,5
汇侨路,5
汇景北路总站,5
江南村路口,5
江坳绿道综合服务区,5
江村,5
江河幕墙北门,5
沙亭岗村口,5
沙公堡路口,5
沙凤三路,5
沙头新村,5
沙涌村(富怡路),5
沙溪大道东总站,5
沙溪牌坊,5
河堤广场,5
泉溪,5
泰宁大街,5
洛场村,5
浔峰山西路中,5
海伦堡创意园,5
海伦春天,5
海印桥总站,5
海员路,5
海珠湿地公园南门,5
海珠路,5
海角红楼,5
港湾一村,5
港湾市场,5
港湾路口,5
滘心村口,5
滨海水晶湾站,5
火村路口,5
灵山东路,5
灵岗二桥站,5
燕岭大厦,5
玉树新村,5
环洲二路(沙凤一路口),5
环镇东路,5
珠江花园,5
班岭村口,5
甘竹村口,5
田园路,5
田边村,5
电信大楼,5
番禺宾馆,5
白云区医院,5
白云机场T1航站楼B区,5
白沙(中海金沙湾)总站,5
白田岗村,5
百晟汇翠湾(招呼站),5
盐步医院,5
省中医二沙分院,5
知识城南(凤湖四路),5
石丰路口,5
石井大道(石沙路口),5
石化生活区南,5
石楼镇政府,5
石溪总站,5
石滩交管所,5
石滩镇政府,5
石潭西路口,5
石牌村,5
石碁中学,5
石马,5
神山总站,5
福南坊,5
禺山高级中学(西门),5
秀水塘,5
科技东街北门,5
科珠路北,5
科珠路南,5
科韵立交西,5
科韵路公交场,5
穗园小区,5
穗港码头总站,5
空港大道北站,5
站前路口,5
竹料大道,5
米龙村,5
粤垦路瑞心苑,5
紫荆道,5
红旗路,5
红线女中心,5
约场村,5
绿庭山语站,5
绿湖国际城站,5
罗家村(富怡路),5
罗岗市场,5
聆雨路路口,5
联发市场,5
联和总站(惠联路),5
联群新村,5
聚德路,5
自来水公司,5
航云北街,5
艺洲路东,5
芦湾村站,5
花东派出所,5
花城南路,5
花都广场(区政府),5
芳村客运站总站,5
草堂村,5
草堂车站,5
荔勤北路(崇文四路口),5
荔城三中(A站),5
荔湖站,5
莲塘面村,5
莲港大道西,5
莲溪路口,5
莲花山车站,5
萝岗,5
萝岗会议中心西,5
萝岗市民广场,5
藤业路,5
虎榜市场,5
蛇龙北,5
西门中路,5
西门南路,5
观达路中,5
观达路北,5
解放北路总站(应元路口),5
赤岗北路(艺洲路口),5
轮胎厂,5
迎龙路,5
迎龙路(迎新路口),5
运动员一三区,5
运动员二四区,5
迪亚春天,5
逸景翠园总站,5
逸涛雅苑站,5
邮电大厦(德兴路),5
郁水园,5
里水小学,5
里水汽车客运站,5
里水行政服务中心,5
金业小学站,5
金井坊,5
金信路口,5
金宇花园,5
金沙小区,5
金洲北路,5
金燕生活区,5
金融服务区,5
金谷园,5
金龙财富广场,5
钟永路,5
钟落潭(白云星汇城)总站,5
锦绣半岛西区,5
锦绣御景苑,5
长寿西康王路口,5
长江数码花园,5
长洲,5
长洲岛小学,5
长钟路南,5
阅江西路西,5
防疫站,5
雁沙村站,5
雄狮东路,5
雅宝新城,5
雅居乐·雍景豪园,5
雅源南路,5
雍富酒店站,5
革新路,5
革新路总站,5
顺河村站,5
顺河村路口站,5
风度路,5
飞旋公司,5
香山大道,5
香江悦府,5
马克路口站,5
高塘市场,5
高新沙路口站,5
高步村,5
高步路口,5
鱼窝头大道站,5
鳌头中学路口,5
鳌头农商银行,5
鳌头客运站,5
鹤亭,5
黄埔广附实验学校,5
黄岐办事处,5
黄旗山路,5
黄旗山路南,5
黄阁医院站,5
黄麻村,5
齐富路中,5
龙兴西路,5
龙口,5
龙归城北,5
龙归城南,5
龙归竹木市场,5
龙洞北,5
龙洞路口,5
龙溪中路(江北路口),5
龙潭立交西,5
龙眼洞森林公园,5
龙祥路口,5
863中心,4
七星岗公园,4
七星庄,4
万科金域中央北,4
万顷沙总站,4
三联路口,4
三角亭,4
三骏市场,4
上九路,4
上水(广州老人院),4
上沙村,4
下亨田村,4
东井村站,4
东区中学,4
东华东路,4
东华东路西,4
东华庄,4
东华村,4
东圃总站,4
东山广场总站,4
东山总站(东华北路),4
东汇城,4
东沙街道办,4
东深天益村站,4
东深桥,4
东湖村,4
东湖洲花园A,4
东湖洲花园C,4
东漖教师新村,4
东盛,4
东莞庄总站,4
东达路,4
东里村站,4
东风村,4
中华大道(德贤路口),4
中山八路,4
中山大道中,4
中心南大街,4
中新文体活动中心,4
中科院化学所总站,4
临江大道中,4
乌溪村,4
九佛政和路口,4
二中(科学城校区),4
二龙村,4
云启路,4
云城中二路,4
云城西路(白云区图书馆),4
云城西路南,4
云埔一路总站,4
云埔二路,4
云埔二路东,4
云苑新村,4
云骏路中,4
五福堂,4
亚太新城,4
交警中队,4
交通运输局,4
人和市场,4
人和总站,4
人和新街,4
人民公园东,4
人民英雄纪念碑,4
从化中学,4
从化职校,4
仑头村,4
仙村中学,4
仙村市场,4
会展中心北,4
会展公园,4
佛岗村,4
保利亚奥北苑(黄山路),4
保利爱特城总站,4
保税区南门,4
傍新路口,4
傍江东村,4
储运公司,4
元岗村,4
元洲岗,4
元洲村,4
光导纤维厂,4
公安村,4
兰溪路口(招呼站),4
共和路口,4
兴业大道东,4
兴华路,4
兴民路总站,4
兴科路,4
军田,4
农校南门,4
冯村中学,4
冯村市场,4
凌塘村总站,4
凤凰公司,4
凤岗地铁站,4
凤盈苑西门,4
凰岗凤凰大道东,4
出口加工区,4
利迳村,4
剑岭,4
剑岭村委,4
动物园总站(先烈中路),4
化工研究院,4
北兴供电所,4
北兴卫生院,4
北帝庙,4
北村,4
北村闸,4
北汽,4
区公安分局,4
区公汽公司,4
区卫健局,4
华南新城北区西门,4
华南新城南区正门,4
华南碧桂园东门,4
华夏学院,4
华成路口,4
华景新城(南华路),4
华洲路,4
华洲路(华泰西街路口),4
华洲路中,4
华洲路口,4
华立学院,4
华阳湖路口,4
南云三路南,4
南双玉村,4
南天商业城,4
南山经济社,4
南岗沧头,4
南府路站,4
南方村,4
南沙华师附幼站,4
南沙境界站,4
南沙客运港站,4
南洲北路总站,4
南涌村委站,4
南英检测,4
南阳庄,4
双岗村,4
叶岭坳,4
叶岭村,4
叶岭村北,4
叶岭村南,4
合境,4
名雅花园,4
员工大厦,4
员村一横路,4
员村总站,4
和瑞路口,4
和瑞路总站,4
和瑞路西,4
国光厂,4
国医东路,4
图书馆总站,4
土华,4
土华村,4
土华路东,4
地铁三元里站(B出口),4
地铁南村万博站,4
地铁嘉禾望岗站总站,4
地铁大石(新光快速),4
地铁大石总站,4
地铁大石站总站,4
地铁枫下站,4
地铁江夏站,4
地铁白云大道北站,4
地铁赤草站,4
地铁镇龙北站(洋田村),4
地铁镇龙西站,4
地铁鱼珠站总站,4
坑口地铁站总站,4
坑围村,4
坑尾村,4
坪东村,4
坳尾村站,4
城东停车场(花都湖),4
城市花园,4
城际海北广场,4
埔南路,4
埔南路东,4
埔南路中,4
埔心村口,4
培正大道路口,4
塘口,4
塘尾,4
塘涌,4
增城中学,4
增江小学,4
增滘村,4
增滘立交西,4
墩塘村站,4
复甦,4
多宝路口,4
多洲,4
大元村站,4
大埔村,4
大塘中学,4
大干围码头,4
大沙东延长线,4
大沥村,4
大沥汽车客运站(松岗大道南),4
大沥路(田心村口),4
大涌路口站,4
大润发A站,4
大源北,4
大石中心小学,4
大简中桥站,4
大简村(南沙大道)站,4
大简村九队(南沙大道)站,4
大维村,4
大罗村,4
大良医院,4
大观路北,4
大观路北总站,4
大运家园,4
大龙中学(城区大道),4
大龙桥,4
天健创意园,4
天健装饰材料城,4
天创工业园(南沙大道)站,4
天峰三区,4
天慧路,4
天润路口,4
天益村(南沙大道),4
天顺路,4
天马河公馆,4
天鹿湖郊野公园,4
太古仓路总站,4
太和南路(米龙村),4
太和总站,4
太平卫生院,4
太平小学总站,4
太石村(南沙大道),4
奥园广场总站,4
安置小区,4
官湖桥头,4
宝业路口,4
实验中学,4
实验小学,4
家和天曜总站,4
富力唐宁站,4
富力泉天下,4
富国路口,4
寨吓村,4
小乌村站,4
小楼市场,4
小石马,4
小迳村,4
尖彭路东,4
尖彭路口,4
屏二牌坊,4
岑村总站,4
岭东中路,4
岭东村,4
崇德村,4
崇文四路北站,4
市医药职业学校,4
市头村,4
市慈善医院,4
市桥中心小学,4
市桥大桥北,4
市民广场,4
市汽技校,4
布岭路(新业路口),4
平南市场,4
平洲宾馆,4
平西路口,4
广东华侨中学(金沙洲校区),4
广保大道北,4
广保大道南,4
广医二院(番禺院区)南门,4
广园路(科韵路口),4
广岭,4
广州二中天元学校站,4
广州商学院,4
广州国际物流中心,4
广州大桥南,4
广州空港博览中心,4
广珠城轨顺德站路口,4
广铁一中天峰中学,4
庄埔路口,4
庆丰广场,4
庆丰村,4
庆丰纺织一路,4
庐前山南路口,4
店头,4
康裕园,4
开发区二小,4
彩滨北路,4
彭边村西,4
怡安花园朗晴居(素社),4
恒宝广场总站,4
护林路(镇东路口),4
捷厉特车厂,4
教育路口,4
新世纪花园,4
新南村,4
新厅街,4
新塘中学,4
新塘南站,4
新塘汽车客运总站,4
新天地广场,4
新安路南,4
新开花谷,4
新扬市场,4
新扬村,4
新月明珠花园,4
新桥东,4
新桥头,4
新桥村,4
新水坑牌坊,4
新沙地铁站,4
新洲科技园,4
新港东路东站,4
新港路口站,4
新滘西路西,4
新田村,4
新谭路口,4
新造二师附小,4
新镇庄,4
新顺路北,4
明星新村,4
明珠管委会,4
星海广场,4
暨华医院(南安村),4
望岗村,4
朝阳东路,4
木摾水库,4
来安四街(珠江嘉园),4
杨二村,4
杨桃公园总站,4
板桥东,4
林场,4
枫下村,4
枫下村北,4
枫叶路,4
枫叶路口,4
棠村,4
榕树头,4
樟边村,4
横沥地铁站公交总站,4
欣荣路口站,4
比亚迪,4
民乐,4
民乐村委,4
民营科技园门口,4
氮肥厂,4
水沥村,4
水西路中,4
永利路,4
永和大道(常春藤),4
永和总站,4
永安路西,4
永富中路,4
永泰集贤路总站,4
汇彩路北总站,4
汇才一街,4
汉基工业区,4
江南大道南(地铁江泰路站),4
江城路,4
江夏东二路北,4
江泰路,4
江高小塘,4
江高总站,4
汽车城管委会,4
汽车小镇总站,4
汾水小区总站,4
沐陂村,4
沙东新村,4
沙凤二路,4
沙太货运站(临时站),4
沙涌村(市莲路),4
沙湾涌,4
沙溪村口,4
沙角村站,4
沙贝村,4
沥滘大埗头,4
沥滘路,4
沥滘路东,4
沥滘路中,4
泌冲,4
泮塘总站,4
泰康路,4
洛溪南浦总站,4
派潭敬老院,4
派潭派出所,4
海伦堡,4
海幢码头,4
海滨路站,4
润云路口,4
深井,4
深井文塔公园,4
深湾村站,4
渔沙坦,4
温泉农贸市场,4
温泉宾馆,4
湖洲,4
滨海半岛站,4
潢涌路口,4
潭洲市场,4
潭洲车站,4
濠涌风情街站,4
火村东,4
灵兴工业园,4
灵山东路西,4
狮岭大道中,4
狮岭汽车站,4
狮峰中学,4
玉德堂站,4
玉虚宫,4
环亚工业园,4
环宇城,4
珠宝城,4
珠岛花园,4
珠江公园南门,4
珠江学院,4
珠江新城总站,4
珠江泳场总站,4
珠江西一路,4
瑞和路,4
瑞和路南,4
瑞和路口,4
瑞宝乡总站,4
瑶华街,4
甘竹村,4
界河桥,4
番禺中学,4
番禺会议中心,4
番禺体校总站,4
番禺实验中学,4
白云索道,4
白米布,4
白蟮塘,4
百顺北路总站,4
盐步中学,4
盘古中路,4
直街社区,4
石化路(东勤路口),4
石化路总站,4
石北中学,4
石厦村路口,4
石塘六队,4
石头记,4
石榴岗,4
石沥村口,4
石湖村,4
石潭路,4
石潭路(南新大街),4
石碁镇政府,4
砺江桥,4
碧桂园豪园,4
祈福医院,4
神山大道西,4
神岗村,4
神舟路,4
福和车站,4
科学城(揽月路)总站,4
科学城彩频路总站,4
科技服务中心,4
科林路中,4
空港大道,4
站前路公交总站,4
笔岗村口,4
笔岗路,4
笔村立交南,4
第二人民医院,4
红珠路,4
红珠路口,4
纸厂横马路,4
维翔公司,4
绿庭雅苑,4
罗洞村口,4
美涂士,4
翟洞村,4
翰景路,4
联和墟,4
聚宝工业园,4
腊圃村,4
航空轮胎大科学中心,4
花东镇政府(小太阳幼儿园),4
花城大道(华穗路口),4
花城广场,4
花林湖畔总站,4
花果山公园,4
花溪路口,4
花都北兴总站,4
花都海关,4
芳一社,4
芳村体育中心,4
茅岗口,4
茅岗村,4
茶园市场,4
茶山庄,4
草庄东路口,4
荔城二小,4
荔城花园,4
荔湖城,4
荔红路总站,4
荔茵幼儿园,4
荔香路南,4
荷景路中,4
莫庄,4
莲塘南,4
莲港大道中,4
莲溪村站,4
莲花山港正门,4
萝岗会议中心,4
萝岗行政执法综合楼,4
萝峰村,4
蒲鱼庄,4
蓬涌,4
蔡边市场,4
蕉门地铁(区政府)站,4
虎门渡口站,4
蚬涌,4
蚬涌市场,4
蚬涌路口,4
蟹庄村口,4
行知学院,4
西增路,4
西宁西路,4
西湾路总站,4
警察学校,4
谷围新村,4
象圣中学,4
豪进广场,4
财富工业园,4
赤岗总站,4
赤沙公园,4
赤草村,4
越秀中路,4
迎海国际茶都,4
逸景路,4
邓岗,4
邓村路口,4
邝家庄东,4
郭塘,4
郭塘货场,4
郭塘路口,4
里水桥南,4
金沙丽水,4
金田工业区,4
金联市场,4
金谷南路,4
鑫隆世家,4
钟村交警中队,4
钟落潭文化广场(钟升东路),4
钟落潭高校园,4
钟陂头村,4
钻石花园,4
银印,4
镇龙医院,4
镇龙墟,4
长平村,4
长棠路口站,4
长江庄,4
长江路口,4
长沙路口,4
长腰岭(白云裘皮交易中心),4
长鹿农庄(龙洲路),4
阅江中路,4
阅江西路东,4
阳光城(澜悦)站,4
阳光城市广场站,4
陆村,4
陈家林,4
陈涌,4
陈涌市场,4
雄狮中路,4
雅居乐花园A,4
雅神路口,4
集贤庄,4
霞迳村,4
顺德客运总站,4
颐养院,4
飞粤大道中(九一村东),4
飞粤大道北(三凤村),4
飞粤大道南,4
飞鹅岭地铁总站,4
马场路中,4
骏达路中,4
高坡头,4
高增一村(方华公路),4
高铁庆盛站,4
高门村,4
鱼窝头中学站,4
鱼窝头二中,4
鱼窝头社区中心,4
鳌头卫生院,4
鹤洲村,4
鹤边军民西路,4
鹤边员村,4
麟龙西路站,4
麻三村,4
麻涌市场(古梅美食街),4
黄埔东路(石化南路)总站,4
黄埔体育馆南门,4
黄埔军校纪念中学,4
黄埔水库,4
黄埔造船厂,4
黄庄,4
黄村立交南,4
黄登村口,4
黄阁体育公园站,4
龙岗墟,4
龙归城总站,4
龙湾路口,4
龙溪中路,4
龙溪大道西(裕海路口),4
龙溪西路,4
龙潭市场,4
龙潭路口,4
龙珠中路,4
龙穴村尾,4
龙聚村委,4
1号航站楼,3
2号航站楼,3
一一五中学,3
一环路,3
万信达,3
万博中心总站,3
万洲村,3
万洲桥北站,3
万科海上明月总站,3
万达广场,3
三东东布,3
三丫车,3
三保工业区,3
三向村,3
三多路口站,3
三姓路,3
三水区总工会,3
三沙路口站,3
三涌,3
三达路跨线桥首末站,3
上南村,3
上围,3
上围村,3
上坳,3
上大埔路口,3
上山背村,3
上庄,3
下围路口,3
丛云路中,3
丛云路南,3
东凌工业园,3
东升农场站,3
东圃大马路北,3
东基,3
东山总站(署前路),3
东山龟岗(中共三大会址)总站,3
东布岭,3
东平南路,3
东平广场,3
东方村总站,3
东晓路(天园路口),3
东晖路,3
东沙,3
东沙村,3
东沙村天桥,3
东涌大桥站,3
东盛路总站,3
东艺路北,3
东艺路南,3
东莞庄(广花路),3
东莞庄一横路口,3
东莞村总站,3
东达路(永达路口),3
东风中路,3
东鹏大道,3
东鹏大道(宏景路口),3
两潭路口,3
两龙市场站,3
中下社,3
中医学院,3
中山六院知识城院区,3
中山大学孙逸仙纪念医院(花都院区),3
中山纪念堂(连新路),3
中心社,3
中教村站,3
中新圩,3
中旅社,3
中海锦城南,3
中码头,3
中科院明珠科学园,3
临时站,3
临时站,3
临江大道(员村二横路口),3
临江大道(员村南街口),3
丽江花园,3
丽江花园总站,3
丽江花园正门,3
丽江路口,3
乌石村,3
乌石村,3
九如村,3
九涌半,3
九涌桥,3
九潭南路,3
九龙二小九楼分校,3
九龙大道,3
二戒所,3
二棉厂,3
二汽车站,3
二沙岛西总站,3
二龙田心村,3
云城西路(机场路口),3
云山居,3
云山诗意,3
云山路中,3
云顶,3
互太印染厂,3
五一大道北,3
五岳庙,3
五星路口,3
五洲装饰城,3
五眼桥小学,3
五眼桥总站,3
五眼桥西约,3
亚运城山海湾西门,3
交警龙潭中队,3
交通学院,3
亭角南站,3
亭角大桥,3
亭角大桥东站,3
亭角村站,3
人和华成路口,3
人和华成路西,3
人民医院新院,3
亿源机电,3
从化交通运输局,3
从化供电局,3
从化大桥(向阳大车),3
从化救助管理站,3
仑头总站,3
仑头路口,3
仙塘村,3
仙宁路口,3
仙岭村,3
仙村大道北,3
仙村车站,3
仲元中学,3
仲恺农业工程学院,3
仲恺农业工程学院北门,3
仲恺路,3
伯奇桥,3
体育西路南,3
何大塘村,3
何家庄,3
供电大厦,3
侨宏花园,3
侨诚花园总站,3
保丰围,3
保利亚奥南苑,3
保利香逸花园,3
保税区(酒博城)总站,3
信息职业学校,3
傍西医院,3
傍雁路(亚运大道路口),3
儿童公园,3
儿童公园,3
儿童公园总站,3
元岗横路东,3
兆丰路,3
光谱中路,3
八坜布经济社,3
八斗村,3
八达岭,3
公路局南城分局,3
兴业大道西,3
兴业路口,3
内环西路,3
农工商,3
冯村,3
冼村路南,3
凤凰三横路南,3
凤凰南路,3
凤凰城,3
凤凰城大道南,3
凤凰岗,3
凤凰村,3
凤凰颐养山庄,3
凤巢,3
凤湖一路,3
凤湖中路,3
凤湖四路,3
凤秀家园,3
凤翔北路,3
凯德新玥,3
刘家路口,3
创业公园,3
创业路东,3
创信鞋厂站,3
创兴厂,3
创盈路中,3
利丰大道,3
前锋总站,3
北兴,3
北城白云花园,3
北太路(创新路口),3
北太路西,3
北山村(新滘东路),3
北岸花园,3
北村路,3
区人力资源市场,3
区婚姻登记处,3
区政府东门总站,3
医谷站,3
十九涌站,3
千灯湖地铁站,3
华侨中学,3
华侨工业园,3
华兴工业区,3
华南新城(沿江东路),3
华南新城临时公交总站,3
华南汽车城西,3
华南纺织创新科技园,3
华坑路,3
华峰路(红旗村),3
华工国际校区公交总站,3
华师,3
华师生活区(华师一路),3
华师附中,3
华师附属大学城小学,3
华成路总站,3
华景新城(翰景路)总站,3
华景新村,3
华景路口,3
华穗路,3
华立学院总站,3
华美学校,3
华美路(广汕路口),3
华观路东,3
协和神学院,3
南丰汇总站,3
南丰路,3
南云五路,3
南云五路东站,3
南京路小区,3
南华广场,3
南双玉工业区,3
南大干线(市新路口),3
南大干线(曾边村),3
南大干线(汽车小镇),3
南大干线(礼村),3
南大干线(金轩一路口),3
南大干线(金轩二路口),3
南头,3
南岗万达广场总站,3
南岭工业区五横路口,3
南方医科大学第七附属医院,3
南昌里,3
南村中学,3
南村文化广场,3
南横村站,3
南沙儿童公园总站,3
南沙湾总站,3
南沙湿地公园,3
南沙科技创新中心站,3
南沙资讯科技园,3
南洲路中,3
南洲路总站(小洲南路口),3
南珠路,3
南翔二路东,3
南翔二路中,3
南菱汽车城,3
南部快线桥底,3
博汇商业区总站,3
卫东,3
历一经济社,3
双岗向南庄,3
双沙(黄埔东路),3
变电站,3
叠北路口,3
叠溪花园,3
古楼村,3
司法学校,3
合劲科技创新城,3
合益村,3
合群路,3
同兴村,3
君华香柏华府,3
含珠村站,3
员工服务中心,3
周山岗总站,3
哑布村路口,3
喜盈雅境,3
嘉御豪庭,3
四联大布村,3
四联村委会,3
团结围总站,3
国光厂西门,3
土华总站,3
地铁南村万博站(番禺大道),3
地铁大沙地站,3
地铁新和站总站,3
地铁梅花园站,3
地铁江泰路站总站,3
地铁沙贝站总站,3
地铁沥滘站总站,3
地铁滘心站总站,3
地铁石壁站,3
地铁红卫站,3
地铁裕丰围站,3
地铁谢村,3
地铁车陂南站,3
地铁香雪站总站,3
地铁鱼珠站,3
地铁龙归站总站,3
坑头东线工业区,3
坑头村,3
坑贝地铁站,3
坑贝村,3
城际麻涌站,3
城鳌大道中,3
基岗村路口,3
塔岗村,3
塘头村,3
塘面村,3
增城宾馆,3
增城碧桂园学校,3
增城站公交总站,3
增江工业区,3
夏茅大道,3
夏茅市场,3
夏街村,3
大元帅府总站,3
大冈,3
大刀沙村委,3
大刀沙村尾,3
大塘工业园,3
大塘工业园东门,3
大学城科学中心总站,3
大布路,3
大新西,3
大朗中路,3
大朗中路口,3
大朗北路口,3
大桥头,3
大水村,3
大沥新庄,3
大洲村,3
大源路北,3
大罗村总站,3
大路脚,3
大龙中学(富怡路),3
大龙小学东门,3
大龙路口,3
天健创意园总站,3
天安番禺节能科技园,3
天峰二区,3
天慧路北,3
天河儿童公园北门总站,3
天河城广场,3
天泰二路,3
天蕴路,3
天贵路荔枝基路口,3
天鹿湖隧道北,3
太古仓码头,3
太和(丰泰横路)总站,3
太平洋工业区,3
太平路口,3
太营路(广从三路口),3
奥体南路口,3
奥林匹克中心南门,3
孟田村,3
宁埔大道北,3
安南大街,3
安博物流,3
安平村,3
安平路口,3
宏明路中,3
