站点名,经停线路数
宏明路口,3
官塘村委,3
官庄路口,3
官湖地铁站,3
官窑车站,3
宜安村站,3
宜安路口站,3
宝月,3
宝盛路口,3
富力金港城总站,3
富园路,3
富山路,3
富康路,3
富怡路中,3
富田岗,3
对面社,3
小楼镇政府,3
小洲,3
小洲村,3
少年宫临时站,3
屈洞村路口,3
屋角,3
山口村,3
山子眉,3
山海湾南门,3
山海连城,3
岐头村,3
岐山路口,3
岗丰大道,3
岗贝路东,3
岭南印象园,3
岭南村,3
崇文二路(荔勤北路口),3
崇文二路北,3
工业大道口,3
工贸学院,3
左村,3
左村大围,3
市儿童公园总站,3
市南路站,3
市技师学院,3
市桥汽车站总站,3
市桥街派出所,3
市良路,3
市良路(青峰路口),3
平云路中,3
平云路北,3
平安路,3
平岗村委,3
平沙公园,3
平沙南街,3
平洲立交,3
年丰村,3
广东国防教育基地,3
广东培正学院,3
广东机电技术学院,3
广东电子信息中心,3
广东省中医院南沙医院站,3
广仁路总站,3
广从七路,3
广信中学,3
广医大(番禺校区),3
广园新村,3
广园新村总站,3
广大附中,3
广大附小,3
广州亿仁医院,3
广州北站总站(秀全大道),3
广州城建校,3
广州城职院,3
广州塔西站,3
广州市第二老人院,3
广州市第八医院,3
广州碧桂园总站,3
广州雅居乐北苑公交首末站,3
广州龙涛外国语学校,3
广工一路北,3
广工正门,3
广成铝业,3
广新路,3
广新路(马洞龙马路口),3
广晟海韵兰亭,3
广源铝业,3
广铁一中,3
广隆路口站,3
庆东村,3
庆盛枢纽公交总站,3
庙仔庄,3
庙南路中,3
庙贝村站,3
康南路北,3
康王路总站(上下九),3
建业路,3
建基路,3
开创大道(香雪八路路口),3
开创大道总站,3
开泰大道(东明三路口),3
开达路中,3
开达路北,3
张村,3
张边,3
彭边村东,3
思成路,3
思贤村,3
怡乐路,3
怡乐路总站,3
怡港花园,3
恒大山水郡,3
恒福路总站,3
悦峰三街,3
悦景路中,3
悦景路西,3
护林路(敬业路口),3
护林路(横沙村口),3
护林路东总站,3
招呼站,3
挂绿广场南,3
振兴小学,3
推广汽车总站,3
摇田河路中,3
政务中心,3
救助站,3
文化公园,3
文化公园东,3
文盛庄路,3
文锋东路,3
新业路(摇田河大街),3
新中医院,3
新乐路口,3
新同丰小学路口,3
新同安桥,3
新和北路中,3
新和南路,3
新园路,3
新围,3
新围村,3
新垦站,3
新塘大道,3
新塘总站,3
新塘白江地铁站,3
新屋吓村,3
新康花园北门,3
新村,3
新桂路,3
新楼村,3
新水坑总站,3
新洲前,3
新洲码头总站,3
新联村,3
新联村东,3
新联村西,3
新造职中,3
新顺路南,3
新鱼桥头,3
方华公路(高增村),3
旗岭医院,3
旗峰小学,3
旧水坑派出所(旧村南路),3
旧江村桥头,3
时代广场,3
时代廊桥,3
时代玫瑰园总站,3
昌岗路总站,3
明华综合市场,3
明珠大道南,3
明珠路口,3
星河东悦湾北门,3
星河湾六期,3
星河湾北门,3
星河湾四期,3
星河盛世站,3
星海中学(捷进中路),3
星海青少宫,3
曙光北路,3
朗陶居,3
望亭路口,3
望岗小学,3
望洪枢纽,3
望牛墩路口,3
朝阳开发区,3
木棉冚村,3
木棉小学,3
木棉木场,3
机关幼儿园,3
机务大街,3
机务段总站,3
机场信息大楼,3
杨三村,3
杨屋中心市场,3
杨屋村委,3
杨屋路口,3
松园街中,3
松园街北,3
林和西横路,3
林和西路口,3
桂城长者颐乐中心,3
桂江桥(怡翠尊堤东),3
桃园中学,3
桃园中路口站,3
桃园西路,3
桃园西路口,3
桥东小学,3
桥兴中学,3
桥福园(富华东路),3
棋杆墟,3
棠厦村,3
楼阁村,3
榄塘村委,3
榄核派出所,3
樟山,3
横岗南街,3
横涌,3
横溪,3
横潭市场,3
欧岗村,3
欧边,3
武警一中队,3
毛埔,3
民主村,3
民乐长岭,3
民兴村,3
民建村,3
民立村,3
民航中南管理局,3
民航售票处,3
民航子弟学校,3
民营工业园,3
水渭路口,3
水荫横路口,3
水荫路南站,3
水西,3
水西路,3
水西路北,3
永光村,3
永兴南街口,3
永兴庄总站,3
永利路口(临时站),3
永和贤江总站,3
永字街,3
永平圩,3
永盛路,3
永盛路东,3
永顺大道,3
永顺大道(新业路口),3
汇彩路口,3
汇彩路总站,3
汇才二街,3
汉湖村,3
江人路口,3
江北路总站,3
江南大道南(地铁江泰路站)总站,3
江南工业区,3
江南新村(骨伤科医院),3
江南村,3
江南桥,3
江塘坦,3
江山时代,3
江晓路口,3
江海路,3
江高(大松岗),3
江高总站,3
江高总站(大松岗),3
江高长兴路口,3
江龙桥,3
池田村,3
污水处理厂,3
沐陂村口,3
沐陂西,3
沙凤一路西,3
沙埔广场,3
沙墟一村,3
沙宁路口,3
沙尾一村站,3
沙岗村,3
沙岗村,3
沙庄街,3
沙涌,3
沙溪村牌坊,3
沥口村,3
沥滘路西,3
沥滘路西总站,3
河西路口,3
泌二新村,3
泌冲小学,3
泽德花苑总站,3
洛溪新城总站,3
洛溪桥底,3
洲仔,3
洲头咀公园,3
浣花东路,3
浮沙村,3
海傍小学,3
海傍村,3
海口村,3
海安社区,3
海涌路,3
海珠中路,3
海珠北路,3
海联中路,3
清塘地铁站,3
清布中学,3
清布站,3
清湖村委,3
清湖马田街,3
清音楼,3
渔东路,3
渔北路,3
渔沙坦总站(渔中路),3
温山吓村,3
温泉西路,3
港务局管理所站,3
湖山国际公交总站,3
湾谷新村,3
滘心东路,3
滘心小学,3
滘心工业区,3
滘心市场,3
滘心路口,3
滨江西路(洲咀大街),3
滨海公园,3
滨海绿道站,3
演艺中心南门,3
潭口,3
潭村总站,3
灌村中学,3
灌村围,3
火村东总站,3
灵山路口北站,3
炭步市场,3
炭步总站,3
热橙花园,3
热水,3
狮岭龙头市场,3
猎德污水处理厂,3
环市大道北站,3
环滘,3
环滘工业区,3
环镇路口,3
玲洲,3
珑翠花园,3
珠岛花园总站,3
珠江创业中心,3
珠江医院总站,3
珠江村镇银行,3
珠江街(灵新大道),3
珠电路中,3
琶洲塔公交总站,3
琶洲大道东,3
瑚琏农贸市场,3
瑞东花园,3
瑞东花园南门,3
瑞东花园总站,3
瑞东花园西,3
瑶田村,3
瓜岭村路口,3
甘蕉,3
田心村,3
田心路,3
田心路口,3
田美市场,3
电信局,3
电子五所社区,3
界涌桥,3
番山总部E谷,3
番禺区图书馆,3
番禺大桥底,3
番禺奥园,3
番禺汽车客运站,3
番禺监狱,3
番禺职业技术学院,3
番艺花园路口,3
白云仙馆,3
白云文化广场总站,3
白云机场T1航站楼,3
白云花园总站,3
白云货运站,3
白兔村桥二队,3
白兔村路口,3
白岗村,3
白水寨总站,3
白沙环村路,3
白石市场西,3
白象岭,3
百万葵园站,3
百花岭北街,3
百花岭北街口,3
百花路,3
百足桥,3
益群,3
盘古北路,3
盛路通信路口,3
省交警指挥中心,3
知识城北安置区(凤凰五路),3
知识城政务中心,3
矮岭,3
石井,3
石井大道(滘心大道口),3
石井大道(白云湖公园),3
石井大道(红星村),3
石井大道南,3
石井总站,3
石南村,3
石塘卫生站,3
石塘水泥厂,3
石塘路口,3
石壁中学,3
石壁小学,3
石壁街道办,3
石岗小学,3
石海村,3
石海村委,3
石湖村,3
石湖洲(社堂村),3
石滩沙园中路,3
石碁四中,3
石碁总站,3
石碁文化广场总站,3
碧桂园,3
碧桂园中新首府,3
碧桂园映象,3
碧桂园正门,3
碧桂园荔园,3
碧桂园路口,3
磨碟沙公园,3
祈乐苑,3
祈福新邨总站,3
祈福生活无限,3
神棋路口(G355线),3
福上下社,3
福德路口,3
福景路,3
福泰西路,3
福龙路口,3
禾丰村,3
禾丰路(永和大道口),3
秀水街口,3
秀盛路口,3
科丰路北,3
科创大道北,3
科创大道南路口,3
科学大道(映日路口),3
科教城东公交总站,3
科珠路口,3
科韵路总站,3
穗丰村,3
穗丰村委,3
穗丰村总站(兴太三路),3
穗盐桂澜路口,3
穗盐路总站,3
空港南六路,3
站前路总站,3
站南路总站,3
竹料墟,3
竹料税所,3
笔村立交北,3
简太路口站,3
米埗(从都),3
精益大厦,3
紫坭村口,3
紫坭村委,3
红山,3
红旗路口,3
纸厂横马路总站,3
细沥村,3
细沥桥站,3
细沥沙栏站,3
罗岗市场,3
罗岗村委,3
罗洞社,3
罗边实发市场,3
美术学院,3
美特厂,3
美的生活区站,3
美食广场西门,3
群贤路,3
职教园区公交站,3
联乡路总站,3
联和北,3
联围村路口,3
联滘路东,3
联滘路中,3
聚贤街口,3
育山一路中,3
育龙中学,3
腊圃医院,3
自在城市花园,3
致明苑,3
航海学院正门,3
良口墟,3
良新村委,3
良明,3
良沙一路,3
良沙一路(良城中路口),3
良沙路,3
良种场一区,3
花卉世界,3
花城,3
花山第二工业区,3
花林湖畔,3
花语阳光花园,3
花都一中站,3
花都区人民医院,3
花都区政务中心,3
花都湖,3
花都理工职业学校,3
花都美居中心,3
花都音像厂站,3
芳信路总站,3
芳和花园总站,3
芳园路,3
芳园路东,3
芳村小学,3
芳村葵蓬总站,3
茂新村,3
茅山新庄口,3
茅岗公寓,3
茅岗市场,3
茅岗新村站,3
茅岗路南,3
茶东东村,3
茶东村(富怡路),3
茶东村西,3
茶碑路北,3
荔勤北路中,3
荔圃宾馆,3
荔红中路,3
荔红路口,3
荷景路西,3
荷村路口,3
莘田村,3
莘田牌坊,3
莲塘市场,3
萝岗万达广场总站,3
萝岗大塱村站,3
萝岗村委,3
葵蓬小学,3
葵蓬西滘村,3
蔡三村,3
蔡三村口,3
蔡二新村,3
蔡边,3
蔡边村,3
蕉石岭,3
蕉西路中站,3
蕉门村牌坊站,3
虎门渡口(上湾小区)站,3
虎门轮渡码头总站,3
虎门高速联络道站,3
蚌湖市场,3
融创乐园,3
融创公交总站,3
蟹山,3
西丽工业区,3
西华路,3
西南工业区,3
西南市场,3
西城路站,3
西基,3
西岭社路口,3
西岭路口,3
西平岗,3
西村工业区,3
西村路口,3
观园一号,3
解放北路(应元路口),3
解放南路(沿江路口),3
誉山国际五区,3
谷诒路口,3
象新村路口,3
豪利花园,3
豪贤路,3
质监局(荷花世界路口),3
赤下社新村,3
赤坭工业区,3
赤珠岗,3
赵溪路,3
越华路,3
跑马地花园,3
车城大道中,3
车头,3
迎宾大桥,3
迎福路,3
逸景路西,3
邓岗,3
邓岗何西,3
邦一工业园,3
邮政局,3
邮轮母港,3
郭村小区,3
金光西大道(曾边村),3
金刚禅寺,3
金山大道路口,3
金沙洲码头总站,3
金洲村站,3
金荷六路,3
金鸡社,3
金龙路中,3
钟岗地铁站,3
钟村文化广场(钟屏路),3
钟落潭公交总站,3
钟落潭医院,3
钻汇广场南门(地铁市桥站),3
银锣湾广场,3
锦绣生态园南门,3
锦绣趣园,3
锦绣趣园东,3
锦绣香江,3
镇东村,3
镇龙水厂,3
镇龙邮局,3
长岗,3
长岗中学,3
长江数码花园,3
长洲街办,3
长福路口站,3
长福路总站,3
长贤路,3
阅江中路东站,3
阳光城站,3
陆祖庙,3
雁洲路口,3
雄丰路口,3
雄峰商城(105国道),3
雄峰商城总站,3
雅居乐总站,3
雅居乐锦官城,3
雅瑶中学,3
雅瑶小学,3
集邦货运市场,3
青云城内路口,3
韦涌村,3
韩村桥头,3
风度路口,3
飞达音响厂,3
飞马,3
飞鹅,3
飞鹅岭地铁口总站,3
飞鹰厂,3
香山路南,3
香港科技大学(广州)站,3
香雪八路中站,3
香雪八路南,3
香雪大道(下中路口),3
香雪大道图书馆北门,3
马场路口,3
马岭路口,3
马沥村,3
马洞小学,3
马洞村委,3
马洞森林公园总站,3
骏威小学,3
骏成路东,3
骏逸苑,3
高埔村委,3
高平墟,3
高新技术学校路口,3
高普路中,3
高普路北,3
高普路高科路口,3
高沙,3
高沙村委,3
高车埔,3
鱼良头,3
鱼茅路,3
鲁村路口,3
鳌头广场,3
鸡抱沙(四涌),3
鸡谷山路西,3
鸦岗路口,3
鸦湖公园,3
鹤洞总站,3
鹿颈牌坊站,3
麓湖公园,3
麻涌车站,3
黄场,3
黄场二社,3
黄埔军校总站,3
黄埔区图书馆站(香雪馆),3
黄埔区萝岗福利院站,3
黄塘路口,3
黄岐百货大厦,3
黄榜岭,3
黄海路,3
黄草埔,3
黄贝岭,3
黄边北路(广云路口),3
黄阁保利城,3
黎村,3
龙口检测站,3
龙塘幼儿园,3
龙岐村,3
龙岐村委,3
龙桥市场,3
龙洞总站,3
七境村,2
七彩澳游,2
七星岗路,2
七星岗路东,2
万和商场,2
万安工业区,2
万安村,2
万科里享家总站,2
万胜围总站,2
万顷沙公交总站,2
三元宫,2
三层路口,2
三桥北,2
三桥南,2
三江墟,2
三沙公路站,2
三沙村口,2
三洲二架桥,2
三洲市场,2
三洲牌坊,2
三雄极光,2
上下九步行街,2
上围朱仙路,2
上埔庄路口,2
上棚村,2
上油罗村,2
上涌果树公园,2
上涌果树公园南门,2
上渡头(独树岗),2
上白坭,2
上社路口,2
上邵工业区北,2
下元村,2
下南路口,2
下坑庄,2
下山门村,2
下岳村,2
丛云路(泰兴路口),2
东兴苑,2
东兴路口,2
东华村口,2
东向路口,2
东园新村,2
东圃二马路,2
东圃大马路,2
东境村,2
东山口总站,2
东平北路(横岗村口),2
东平市场,2
东拓三路口,2
东方一路,2
东方一路口,2
东方三路,2
东方广场B站,2
东方广场北门,2
东方广场西门,2
东明墟,2
东明片区候车亭,2
东星,2
东江逸珑湾,2
东泊,2
东海路,2
东涌公园,2
东湖公园,2
东环路口,2
东盛路,2
东秀路口站,2
东秀路总站,2
东联路口,2
东莞西站,2
东西路,2
东达路南,2
东镜市场,2
东门商业街,2
东雅图酒店,2
东风北路,2
东鹏大道中,2
两下村南,2
两龙南街,2
两龙总站,2
中企绿色总部,2
中信香樟墅,2
中八小学,2
中坚豪庭,2
中堂中学,2
中堂医院,2
中堂市场,2
中塘村路口,2
中大码头,2
中建映花悦府,2
中新医院,2
中村,2
中泰规划一纵路总站,2
中海金沙湾南门,2
中海锦城总站,2
中田村委,2
中田里,2
中西村,2
临时站,2
临时站,2
临时站,2
临时站,2
临时站,2
临时站,2
临时站,2
临时站,2
临时站,2
临时站(九霄缘钓鱼场),2
临时站(佳家民宿),2
丹乐食品站,2
丹水坑路中,2
丹水坑路南,2
丹水坑路口,2
丹水坑风景区总站,2
为民小学,2
丽景花园,2
丽雅苑,2
久裕商贸城,2
久裕村委,2
久裕村路口,2
义兴经济社,2
乌石,2
乐从交通中心(枢纽站),2
乐从红星美凯龙,2
乐城,2
乐安街,2
乐羊羊路(亚运城天骄)总站,2
九太路,2
九岭路,2
九潭村,2
九龙三小,2
九龙五金不锈钢城,2
九龙湖,2
云城南二路总站,2
云埔四路,2
云峰路口,2
云正大道,2
云良路东康路口,2
云苑新村总站,2
云路居委会,2
云路市场,2
云骏路,2
云龙路,2
云龙路南,2
云龙路口,2
五一大道中站,2
五一大道口站,2
五丰工业区,2
五丰村,2
五丰村,2
五山路(广园快速路口),2
五涌(龙穴大道),2
五溪御龙湾,2
五福路,2
井泉一路,2
井泉四路,2
亚运城天荟(临时站),2
亚运城综合体育馆(亚运南路),2
交通运输局,2
交通驾培中心,2
亭石北路口,2
亭石南路,2
亭石南路北,2
亭角北站,2
亲爱里站,2
人和二中,2
人和第六小学,2
人和聚贤街,2
人和鹤龙七路总站,2
人民公园南门,2
人社局,2
从化监狱,2
从樟一路路口,2
仙村公交总站,2
仙村镇政府,2
份田,2
低涌总站,2
低涌村委,2
低空经济创新中心,2
体育中心东门,2
体育西横街路口,2
何布村,2
何布村工业区,2
余荫山房总站,2
佛山大学南海仙溪校区南门,2
佛山大桥(乐安),2
侨威,2
保丰路,2
保利心语花园,2
保利星海小镇站,2
保良村,2
信华路口,2
健康港总站,2
元岗总站,2
元岗路(元辉街口),2
元汾村,2
元贝桥站,2
元贝站,2
先科一路,2
光宝路,2
光谱东路(新乐路口),2
光谱中路(创新路口),2
光谱中路东,2
光辉建材家具城东,2
八哥村,2
八斗立交北,2
八顷桥(临时),2
公安局,2
公汽公司,2
公用事业技校,2
公用技师学院,2
公益市场,2
兴业大道西,2
兴仁汽车站,2
兴国路,2
兴太三路,2
兴联村,2
兴龙一新村,2
兴龙大道,2
兴龙大道(迳头三社),2
农科院兽医研究所,2
冯安围,2
冯马一村总站,2
冯马三村站,2
冲岭路口,2
凌塘新村,2
凌边工业区,2
凤凰一横路,2
凤凰四路东,2
凤凰城五环岛,2
凤凰城交通中心,2
凤凰岗总站,2
凤凰湖(凤湖三路),2
凤凰苑南门,2
凤城酒店(清晖路),2
凤康路,2
凤林村,2
凤池,2
凤湖二路(开放一路口),2
凤湖二路东,2
凤湖四路西站,2
凤瑞环街口,2
出口加工区,2
创优路西,2
创强路中(A),2
创智路,2
创智路(智丰路口),2
创盈路西总站,2
创艺生态园,2
利迳村委(招呼站),2
到蔚村,2
前锋南路,2
前锋工业区,2
前锋村委,2
力源豪苑,2
加石路(七星岗路口),2
加石路(罗岗村),2
加石路中,2
励业染厂站,2
勤天小区,2
勾镰村,2
化龙医院,2
化龙大道中,2
北向庄,2
北园西路,2
北太路东,2
北太路中,2
北太路柏塘村口,2
北山公园,2
北斗桥底站,2
北村德星里,2
北村桥站,2
北海村总站,2
北海村水果批发市场,2
北湖三路,2
区二中,2
区市场监督管理局,2
区政府东门(永旺梦乐城)站,2
区税务局,2
十三涌,2
十二涌站,2
十涌,2
十里尚堤西苑,2
华侨农场,2
华侨城北门,2
华侨城欢乐海岸PLUS,2
华侨城欢乐海岸plus,2
华农大东北门,2
华凯燃气站,2
华南汽车城东,2
华南轮胎厂,2
华坑村,2
华坑生态村总站,2
华峰寺,2
华峰寺总站,2
华峰路口,2
华工北路,2
华工北路东,2
华师大南门,2
华师附中,2
华成路公园站,2
华景北路东,2
华景北路口,2
华润瑞府公交总站,2
华达汽车,2
华阳工业区,2
华阳村,2
华阳湖湿地公园,2
南云三路中,2
南云三路口,2
南云四路,2
南云四路(南翔三路口),2
南井村口,2
南区公园(南城路),2
南华东路,2
南华工贸高级技工学校,2
南双玉村总站,2
南周,2
南国小商品城,2
南坑口,2
南壆村,2
南安村,2
南岗万达广场站,2
南岭村委,2
南岭桥头南街口,2
南庭路,2
南方茶叶市场总站,2
南星汤屋社,2
南村,2
南村社区居委,2
南汉二陵博物馆,2
南沙体育馆站,2
南沙儿童公园站,2
南沙妇幼保健院站,2
南沙小学西门,2
南沙港务大厦,2
南沙港车站,2
南沙第一中学站,2
南泰路,2
南泰路东,2
南洲北,2
南洲工业区,2
南洲村,2
南洲花园总站,2
南浦三桥北,2
南浦岛(锦绣半岛)总站,2
南浦海滨花园,2
南浦车站,2
南海公安局,2
南海广场,2
南海第二人民医院,2
南湾总站,2
南滘路口,2
南燕路,2
南约,2
南翔二路,2
南航信息楼,2
南航碧路口,2
南街口,2
南边村,2
南边路总站,2
南部战区总医院,2
印象黄埔文化创意园,2
原野实业,2
友好老年公寓,2
双井村口,2
双和东街,2
双沙(信华路),2
发源路中,2
叠景路,2
叠景路口,2
口岸大厦站,2
合境村,2
合生君景湾,2
合群村委,2
吉山坑尾路,2
吉山坑尾路口,2
吉祥一路站,2
吉祥一路路口(水坑村),2
吉祥二路站,2
同和路总站,2
同德围总站,2
同德围总站,2
同德围总站,2
同福西路,2
向西大道中,2
向西大道口,2
向阳大街口,2
向阳村委,2
吓岗村,2
吕中,2
吕沙路口,2
员村,2
员村四横路,2
员村总站,2
和乐路,2
和平东,2
和平村,2
和桂中路,2
和桂工业园路口,2
和顺坡,2
和龙村,2
唐阁南总站,2
唐阁路东,2
唐阁路中,2
啟明工业区,2
嘉安花园站,2
嘉景华庭,2
嘉洲花园西门,2
嘉禾,2
四环岛,2
四角围驾校,2
团结小学,2
国光厂南门,2
国光厂宿舍站,2
国泰,2
图书馆,2
圆玄中学,2
土冚村,2
地铁东圃站总站,2
地铁东风站D,2
地铁东风站总站,2
地铁低涌站,2
地铁南浦站总站,2
地铁厦滘站总站,2
地铁大学城南站,2
地铁大沙地站总站,2
地铁官洲站总站,2
地铁沥滘站,2
地铁海涌路,2
地铁科学城站,2
地铁联和站,2
地铁菊树站,2
地铁萧岗站,2
地铁西村站总站,2
地铁镇龙站总站,2
地铁陈头岗总站,2
坑头,2
坑头工业区,2
坑头市场,2
坑头村生态公园,2
坑田,2
坑边路,2
坤和街口,2
坦尾总站,2
坦尾村站,2
城东停车场总站,2
城壕庄,2
城康村二社,2
城西市场,2
城际花都站,2
培智学校,2
培正路,2
塘美广场,2
塘边村,2
塘边村,2
塱头村,2
增南路,2
增城应元高中,2
增塘村路口,2
墩塘桥站,2
夏埔村口,2
夏埔村总站,2
夏茅总站,2
外环西路总站(青创汇),2
大冚坦,2
大冚村,2
大坦沙污水处理厂,2
大坳市场站,2
大坳村站,2
大埔东街,2
大埗路南,2
大基头总站,2
大塘汽车客运站,2
大塘边,2
大学城(广大)总站,2
大学城中部枢纽总站,2
大学城体育中心总站,2
大学城广中医总站,2
大学城广大总站,2
大学城星光下道总站,2
大学城穗石村总站,2
大安村,2
大封门,2
大岭,2
大岭村,2
大巷工业区,2
大巷涌路口,2
大排,2
大敦学校,2
大敦广场,2
大敦综合市场,2
大朗,2
大朗夏边总站,2
大朗工业路,2
大朗市场,2
大步公园,2
大步村,2
大氹村路口,2
大江里,2
大沙头总站,2
大沥商业步行街,2
大沥村(科强路),2
大沥欧庄,2
大沥综合市场,2
大涡村,2
大盛村,2
大石古村路口,2
大石岗,2
大罗塘珠宝小镇,2
大良安监分局,2
大转弯夹板城,2
大镇,2
天丰路,2
天丰路口,2
天慧路中,2
天慧路总站,2
天河北公交总站,2
天河电脑城,2
天生路,2
天盈路,2
天益工业区,2
天益村站,2
天益桥,2
天贵中路,2
天贵社区医院,2
天贵路北,2
天贵雅苑,2
天骄物流园,2
天鹿北路(兴太路口),2
天鹿北路中,2
天鹿湖森林公园北门,2
太和中学,2
太和地铁站A口,2
太和总站(沙亭岗村),2
太岗路中,2
太岗路西,2
太平村,2
太平村,2
太成,2
太石公交总站,2
太石工业区总站,2
奔马厂,2
奕西,2
奥体南路总站,2
奥园广场,2
奥园誉峰,2
好丽友,2
如丰厂,2
如意路,2
妇幼保健院,2
姚沙头村,2
孖沙二涌站,2
学岗路,2
学院正门,2
安良村,2
官坑村,2
官坦村站,2
官桥,2
官桥新村,2
官海街口,2
官湖村,2
官溪路口,2
官禄布村,2
官窑,2
官道村,2
宝峰路口,2
宝田基村,2
宝石东路,2
宝鸭北路,2
宣星村委,2
家具博览中心,2
富丽中学,2
富力悦禧花园总站,2
富力桃园(增埗村)总站,2
富豪山庄总站,2
富鹏市场东,2
富鹏市场北,2
寮采中路口,2
寮采北路,2
寮采村口,2
寿星大厦,2
小乌站,2
小乌第二工业区站,2
小坑村委,2
小坑村路口,2
小坪东路,2
小坪东路中,2
小塱总站,2
小塱村(开源大道口),2
小塱村口,2
小布,2
小迳路口,2
屋边,2
屏一村口,2
屏一村委,2
屏一桥,2
山下安置区,2
山塘村,2
山村,2
山水塘,2
山门村,2
山门牌坊,2
岗东村,2
岗尾,2
岗贝路,2
岭南小学,2
岭南第一技师学院,2
岳湖村,2
岳溪村,2
峰光实业,2
峻祥路(峻泰路路口),2
崇文二路中,2
崇文二路南,2
嵘都花园(西门),2
市交通技工学校,2
市八十六中,2
市十二人民医院(黄埔院区),2
市政务服务中心,2
市新路,2
市桥二桥南,2
市桥医院(捷进中路),2
市桥大桥,2
市胸科医院,2
市饲料研究所,2
布新,2
帽峰山西,2
平东大道玉器街站,2
平北,2
平南村委,2
平地,2
平沙总站,2
平洲中心小学,2
平洲总站,2
平西村,2
广东国防教育基地总站,2
广东文艺职业学院,2
广东白云学院(钟落潭校区),2
广东省环保技工学校,2
广东顺德文德学校,2
广中医路路口,2
广医妇儿医院西门,2
广医附属中医院总站,2
广地花园站,2
广外南国商学院,2
广外总站,2
广州交校,2
广州优尼冲压,2
广州医学院从化学院,2
广州南华工贸技工学校(质检院区),2
广州南汽车客运站(南站北路),2
广州南沙国际物流中心,2
广州和合路口,2
广州城电狮岭充电站总站,2
广州大道北总站,2
广州富力国际医院,2
广州市档案馆南总站,2
广州幼专,2
广州康复实验学校,2
广州科贸学院,2
广州雅居乐总站,2
广工一路南站,2
广工一路站,2
广新路(石化路口),2
广日电梯,2
广氮花园,2
广汽荻原基地,2
广清城际狮岭站,2
广珠城轨顺德站,2
广药路,2
广运车站,2
广附实验中学,2
广陈路,2
庄埔路中,2
庄头公园站,2
庆丰财智广场,2
庆沙路口站,2
庆隆路中,2
庆隆路口,2
应元路,2
庙贝工业区站,2
庙青村站,2
康南路,2
康怡公园,2
康耀大道东,2
康裕北苑总站,2
建业北路西,2
建华汇,2
建南村,2
建设大道路口,2
建设大马路,2
开创大道,2
开发区一小,2
开发区管委会,2
张槎路口,2
彭上德兴路,2
彭场村,2
彭城东路,2
得金工业区路口,2
御华园,2
德政中路,2
德星路总站,2
德棠路,2
德贤路,2
德贤路(时代雅苑),2
志高工业园,2
志高总装,2
志高钣金,2
思乡阁,2
怡发拉链厂站,2
怡新路,2
怡新路口,2
恒大汽车城站,2
恤孤院路,2
悠方购物公园站,2
悦云路口,2
悦成路,2
悦景路东,2
慕园村,2
护林路(江东村北),2
招呼站,2
招步村,2
拥军路口,2
振兴路中,2
捷荣锦江豪庭(东海大道),2
揽月路西,2
教师村,2
文冲市场,2
文冲社区,2
文昌南路,2
文盛庄,2
文翰第二小学,2
文边工业区,2
文边村,2
斗塘路东,2
斗塘路西,2
斯庄村,2
新世界大厦B,2
新业路,2
新业路中,2
新乐路,2
新兴路口,2
新围村委,2
新垦总站,2
新城派出所,2
新塘二中,2
新塘太阳城,2
新太村,2
新安路,2
新市云霄楼,2
新庄村,2
新星,2
新沙路口,2
新河浦路,2
新浦南路,2
新滘东隧道口,2
新滘西路(瑞宝村),2
新石村,2
新联,2
新联新村站,2
新联村,2
新联村委,2
新阳西路口,2
新隅路口,2
新隆牌坊,2
方华公路(方坑),2
方石村,2
旅游大厦,2
旗岭,2
旧水坑总站,2
旧水坑村,2
旧西福桥,2
旭日雅苑,2
时代倾城,2
时代玫瑰园,2
旺寮,2
旺角海鲜舫,2
昊龙花园(福景路),2
明珠大道北(健朗医用),2
明珠市场,2
明珠湾小学站,2
明珠湾展览馆东,2
明珠科学园(万新大道),2
明珠路(宝石路口),2
明经村,2
星域动漫科技城,2
星岛环北路(螺旋二路路口),2
星汉大道北,2
星河湾酒店,2
星荟(B),2
春园路,2
春满街,2
显纲,2
晓港湾总站,2
景云路,2
景新国际,2
景泰直街总站,2
曙光路北,2
曙光路隧道口,2
曹边,2
朗兴路,2
朗头村,2
望岗大马路(地铁口),2
望沙路口,2
朝亮南路,2
朝天路,2
木广塘站,2
朱仙路中,2
朱宁路口,2
朱家庄,2
朱村医院,2
机场交警支队,2
机场路口,2
机械城,2
杉边马新村,2
杜鹃二街,2
杨屋新村,2
杨山村,2
杨山村委,2
杨梅岗,2
松园中西街,2
松园中西街南,2
松岗,2
松岗公园,2
松柏路中,2
板桥村(金源路口),2
枫下二社,2
柠檬长廊,2
树吓村,2
根竹山,2
格塘,2
桂城中学,2
桂城交管所,2
桂城儿童公园,2
桂澜海六路口,2
桃红西街,2
桃莲村委,2
桔树村,2
桥中总站,2
桥栏,2
梅山工业区站,2
梅田村路口,2
梅花居委,2
梅花岭,2
梯面卫生院,2
梯面市场,2
梯面联民村,2
棋杆市场,2
棠乐路口,2
棠涌村委,2
棣园站,2
森林公园路口,2
椰林山庄,2
榄核中学站,2
榄核涌,2
榕景路,2
榕林路口,2
横塱小学,2
横塱工业二路,2
横塱工业路,2
横岗村,2
横江路口,2
横沥中街口,2
横沥北街口,2
横沥南环街口,2
正大公司,2
步行街,2
殷家庄,2
民安村,2
民汇一路(政务中心),2
民科园北门,2
