合并站名,站组ID,原始分站名,站点ID,经度,纬度
马洞村委,马洞村委,马洞村委,BV10022645,113.449716,23.364878
马洞森林公园总站,马洞森林公园总,马洞森林公园总站,BV11465374,113.458906,23.355851
马洞马新路(茅岗新岗路口),马洞马新路(茅岗新岗路口),马洞马新路(茅岗新岗路口),BV11468574,113.454738,23.357678
马洞马新路东,马洞马新路东,马洞马新路东,BV11469403,113.462715,23.354427
马溪总站,马溪总,马溪总站,BV10701712,113.143161,23.353852
马溪村,马溪村,马溪村,BV10435799,113.141032,23.357625
马滘河站,马滘河,马滘河站,BV09269177,113.55258,23.056275
马鞍山公园东,马鞍山公园东,马鞍山公园东,BV10664684,113.234496,23.400238
马鞍山公园西门,马鞍山公园西门,马鞍山公园西门,BV11690357,113.229056,23.394637
驳塘街,驳塘街,驳塘街,BV10017608,113.506476,23.339852
驹荣北路地铁站,驹荣北路地铁,驹荣北路地铁站,BV09078897,113.270247,22.837622
骆村,骆村,骆村,BV10017067,113.046962,23.296106
骆村市场,骆村市场,骆村市场,BV10742891,113.050461,23.294056
骏业路东,骏业路东,骏业路东,BV11689043,113.524873,23.138366
骏业路中,骏业路中,骏业路中,BV11379029,113.519986,23.137908
骏业路口,骏业路口,骏业路口,BV11467031,113.526912,23.13985
骏业路西,骏业路西,骏业路西站,BV11379030,113.512898,23.137961
骏功路,骏功路,骏功路,BV10017345,113.524808,23.133321
骏功路(连云路口),骏功路(连云路口),骏功路(连云路口),BV11691186,113.514941,23.133302
骏功路西,骏功路西,骏功路西,BV10021338,113.519953,23.133334
骏壹万邦,骏壹万邦,骏壹万邦,BV10543719,113.220257,23.407793
骏威客车厂,骏威客车厂,骏威客车厂,BV11363021,113.207897,23.238449
骏威小学,骏威小学,骏威小学,BV10017324,113.227517,23.407415
骏成路东,骏成路东,骏成路东,BV10014166,113.508929,23.143829
骏景豪庭,骏景豪庭,骏景豪庭,BV10253345,113.16748,23.095719
骏达路东,骏达路东,骏达路东,BV10900951,113.522176,23.142341
骏达路中,骏达路中,骏达路中,BV11483206,113.514901,23.1425
骏逸苑,骏逸苑,骏逸苑站,BV11624669,113.343071,23.122791
高丰总站,高丰总,高丰总站,BV11486456,113.432446,23.542632
高唐路,高唐路,高唐路,BV10019110,113.398779,23.174695
高唐路中,高唐路中,高唐路中,BV11605381,113.397697,23.173524
高地街,高地街,高地街,BV11118895,113.610739,23.119277
高坡头,高坡头,高坡头,BV10024254,113.784257,23.502036
高坣,高坣,高坣,BV09395781,113.736878,23.624477
高坣总站,高坣总,高坣总站,BV11216190,113.736871,23.624395
高埔村委,高埔村委,高埔村委,BV10977100,113.494679,23.426011
高塘工业区,高塘工业区,高塘工业区,BV11688329,113.408598,23.19314
高塘市场,高塘市场,高塘市场,BV11422844,113.216114,23.274393
高塘石东,高塘石东,高塘石东,BV11688331,113.414668,23.193575
高塱,高塱,高塱,BV11369781,113.45696,23.585553
高增一村(方华公路),高增一村(方华公路),高增一村(方华公路),BV11568713,113.299016,23.360535
高增一村(方华公路),高增一村(方华公路),高增一村,BV11487921,113.299117,23.361356
高增大桥北,高增大桥北,高增大桥北,BV09208608,113.298053,23.3399
高增村,高增村,高增村,BV11683719,113.302316,23.350056
高尔夫球场,高尔夫球场,高尔夫球场,BV10573522,112.93347,23.366863
高岗路,高岗路,高岗路,BV11474164,113.199514,23.067372
高峰村委,高峰村委,高峰村委,BV11457963,113.642332,23.552882
高平墟,高平墟,高平墟,BV11482396,113.408038,23.707118
高平桥,高平桥,高平桥,BV11488536,113.544744,23.415338
高新技术学校路口,高新技术学校路口,高新技术学校路口,BV11346508,113.222773,23.476246
高新沙桥北站(北),高新沙桥北站(北),高新沙桥北站(北),BV09012298,113.423852,22.815534
高新沙桥北站(南),高新沙桥北站(南),高新沙桥北站(南),BV09012296,113.424362,22.81622
高新沙路口站,高新沙路口,高新沙路口站,BV10014985,113.417472,22.807787
高新沙路口站,高新沙路口,高新沙路口1,BV09122466,113.418201,22.807064
高新沙路口站,高新沙路口,高新沙路口站1,BV09100634,113.418387,22.80687
高普路中,高普路中,高普路中,BV11600786,113.405952,23.183116
高普路北,高普路北,高普路北,BV11600787,113.405935,23.191283
高普路天盈路口,高普路天盈路口,高普路天盈路口站,BV11477697,113.40827,23.177353
高普路软件路口,高普路软件路口,高普路软件路口站,BV11477694,113.405783,23.174589
高普路高科路口,高普路高科路口,高普路高科路口站,BV11600785,113.405919,23.18829
高架桥东,高架桥东,高架桥东,BV11120152,113.202524,23.384065
高桥大街,高桥大街,高桥大街,BV10665239,113.224309,23.14709
高桥大街口,高桥大街口,高桥大街口,BV10665240,113.223244,23.145948
高步村,高步村,高步村,BV10018725,113.574967,23.569908
高步路口,高步路口,高步路口站,BV11268020,113.577203,23.56334
高沙,高沙,高沙,BV10775410,113.689206,23.685615
高沙2队路口站,高沙2队路口,高沙2队路口站,BV11273572,113.426471,22.822291
高沙村委,高沙村委,高沙村委,BV10813012,113.698878,23.686945
高沙村站(北),高沙村站(北),高沙村,BV09260931,113.420952,22.826745
高沙村站(北),高沙村站(北),高沙村站(北),BV09012300,113.420143,22.827862
高滩村,高滩村,高滩村,BV11633008,113.777465,23.549777
高滩路口,高滩路口,高滩路口,BV11627809,113.775137,23.555099
高田村口,高田村口,高田村口,BV11633007,113.459886,23.323613
高田村委,高田村委,高田村委,BV11115181,113.53993,23.415645
高脊,高脊,高脊,BV11649491,113.365023,23.595189
高路大巷,高路大巷,高路大巷,BV09257867,113.29151,23.289961
高车埔,高车埔,高车埔,BV11115113,113.497461,23.425363
高车村,高车村,高车村,BV11139217,113.652947,23.323288
高边,高边,高边,BV11689446,113.086008,23.125447
高速公路口,高速公路口,高速公路口,BV10251514,113.037229,22.986294
高铁庆盛总站,高铁庆盛总,高铁庆盛总站,BV11627208,113.486501,22.870394
高铁庆盛站,高铁庆盛,高铁庆盛站,BV09394481,113.485362,22.870883
高铁庆盛站,高铁庆盛,高铁庆盛站1,BV09410623,113.48581,22.869324
高铁庆盛站总站,高铁庆盛站总,高铁庆盛站总站,BV10888875,113.486512,22.870404
高门村,高门村,高门村,BV10024135,113.810204,23.163355
高门村路口,高门村路口,高门村路口,BV09237167,113.809675,23.162968
鱼塘边,鱼塘边,鱼塘边,BV11585813,113.269657,23.228396
鱼洞村委,鱼洞村委,鱼洞村委,BV11398022,114.020729,23.778653
鱼珠总站,鱼珠总,鱼珠总站,BV10419574,113.424867,23.101147
鱼珠码头,鱼珠码头,鱼珠码头,BV11361606,113.424643,23.101027
鱼珠码头,鱼珠码头,鱼珠码头,BV10582110,113.424292,23.096345
鱼珠码头总站,鱼珠码头总,鱼珠码头总站,BV10018096,113.424946,23.098162
鱼窝头中学站,鱼窝头中学,鱼窝头中学站,BV10018455,113.451153,22.860555
鱼窝头二中,鱼窝头二中,鱼窝头二中站,BV09304950,113.399726,22.886131
鱼窝头大道站,鱼窝头大道,鱼窝头大道站,BV10015042,113.448079,22.849779
鱼窝头市场站,鱼窝头市场,鱼窝头市场站,BV10023184,113.445781,22.870678
鱼窝头社区中心,鱼窝头社区中心,鱼窝头社区中心站,BV10018457,113.453387,22.853336
鱼窝头车站,鱼窝头车,鱼窝头车站,BV10015041,113.45303,22.851609
鱼良头,鱼良头,鱼良头,BV11369793,113.521932,23.491874
鱼茅路,鱼茅路,鱼茅路,BV10018095,113.42617,23.101292
鲁村路口,鲁村路口,鲁村路口,BV10252771,112.904199,23.188244
鲤塘村,鲤塘村,鲤塘村,BV10449609,113.011365,23.371453
鳌头中学路口,鳌头中学路口,鳌头中学路口,BV11193729,113.411961,23.62537
鳌头公交总站,鳌头公交总,鳌头公交总站,BV11596281,113.420947,23.624284
鳌头公交站,鳌头公交,鳌头公交站,BV11530446,113.422181,23.623242
鳌头农商银行,鳌头农商银行,鳌头农商银行,BV10977125,113.417592,23.622367
鳌头卫生院,鳌头卫生院,鳌头卫生院,BV10977127,113.414876,23.623879
鳌头客运站,鳌头客运,鳌头客运站,BV11596185,113.420812,23.624197
鳌头客运站总站,鳌头客运站总,鳌头客运站总站,BV11247200,113.420782,23.624171
鳌头工业园,鳌头工业园,鳌头工业园,BV11352901,113.445559,23.617497
鳌头广场,鳌头广场,鳌头广场,BV11487753,113.424285,23.61941
鳌头第三中心小学,鳌头第三中心小学,鳌头第三中心小学,BV11486323,113.411841,23.673707
鳌头综维稳中心站,鳌头综维稳中心,鳌头综维稳中心站,BV11352934,113.422623,23.616225
鳌头镇第二中心小学,鳌头镇第二中心小学,鳌头镇第二中心小学,BV11307219,113.498921,23.587638
鳌鱼岗大街牌坊总站,鳌鱼岗大街牌坊总,鳌鱼岗大街牌坊总站,BV09413903,113.326383,23.169079
鳌鱼岗总站,鳌鱼岗总,鳌鱼岗总站,BV11357208,113.326383,23.169096
鸡抱沙(四涌),鸡抱沙(四涌),鸡抱沙(四涌)站,BV09105491,113.61381,22.706491
鸡抱沙四涌(临时站),鸡抱沙四涌(临时站),鸡抱沙四涌站,BV09410325,113.612199,22.706356
鸡洲市场,鸡洲市场,鸡洲市场,BV10253905,113.260703,22.860953
鸡洲庙,鸡洲庙,鸡洲庙,BV10253906,113.26036,22.864377
鸡笼岗路口,鸡笼岗路口,鸡笼岗路口,BV11447881,113.655997,23.60467
鸡谷山路西,鸡谷山路西,鸡谷山路西站,BV09077733,113.486482,22.831736
鸡颈坑,鸡颈坑,鸡颈坑,BV10014372,113.312656,23.173067
鸡龙岗路口,鸡龙岗路口,鸡龙岗路口,BV11632940,113.656087,23.604649
鸣翠苑,鸣翠苑,鸣翠苑,BV10493252,113.356197,22.961046
鸦岗路口,鸦岗路口,鸦岗路口,BV11346876,113.202065,23.233283
鸦湖公园,鸦湖公园,鸦湖公园,BV11369414,113.290704,23.326779
鸦湖方石村,鸦湖方石村,鸦湖方石村,BV11584578,113.282898,23.321786
鸦湖村口,鸦湖村口,鸦湖村口,BV11273134,113.281475,23.334122
鸭一村,鸭一村,鸭一村,BV09183568,113.094628,23.35424
鸭湖村,鸭湖村,鸭湖村,BV09183566,113.10168,23.353094
鸿利光电,鸿利光电,鸿利光电,BV10471090,113.353763,23.448573
鸿图科技,鸿图科技,鸿图科技,BV10544712,112.523811,23.043609
鸿福东路东,鸿福东路东,鸿福东路东,BV10266609,113.769614,23.005461
鸿福商业中心,鸿福商业中心,鸿福商业中心,BV11645950,113.73865,23.018941
鸿福地铁站,鸿福地铁,鸿福地铁站,BV10880721,113.752795,23.012056
鹅仓,鹅仓,鹅仓,BV10257171,112.44625,23.035217
鹅兜村,鹅兜村,鹅兜村,BV10016257,113.803508,23.468883
鹅掌坦,鹅掌坦,鹅掌坦,BV11688387,113.230199,23.158363
鹤亭,鹤亭,鹤亭,BV10018676,113.298432,23.327357
鹤亭工业区北二路口,鹤亭工业区北二路口,鹤亭工业区北二路口,BV11505346,113.311187,23.314711
鹤亭工业区北六路口,鹤亭工业区北六路口,鹤亭工业区北六路口,BV11505345,113.320434,23.312324
鹤亭西路口,鹤亭西路口,鹤亭西路口,BV11392391,113.301011,23.329622
鹤前东路,鹤前东路,鹤前东路,BV10563049,113.310415,23.323669
鹤南(兵房街),鹤南(兵房街),鹤南,BV09001451,113.258173,23.219094
鹤南(兵房街),鹤南(兵房街),鹤南(兵房街),BV10405425,113.257682,23.21872
鹤岗村,鹤岗村,鹤岗村,BV10388539,113.166518,23.293212
鹤洞东,鹤洞东,鹤洞东,BV09364266,113.246639,23.072737
鹤洞总站,鹤洞总,鹤洞总站,BV10824927,113.23448,23.075344
鹤洞新村,鹤洞新村,鹤洞新村,BV10013603,113.241307,23.087421
鹤洞路西,鹤洞路西,鹤洞路西,BV09001134,113.230617,23.071191
鹤洞路西,鹤洞路西,鹤洞路西1,BV09199072,113.230765,23.071159
鹤洲村,鹤洲村,鹤洲村,BV10020750,113.837357,23.260264
鹤边,鹤边,鹤边,BV10751556,113.261939,23.216317
鹤边军民西路,鹤边军民西路,鹤边军民西路,BV11692948,113.260101,23.223789
鹤边员村,鹤边员村,鹤边员村,BV11691429,113.263787,23.226394
鹤龙东路站,鹤龙东路,鹤龙东路站,BV09314895,113.268447,23.220988
鹤龙五路口,鹤龙五路口,鹤龙五路口,BV10021374,113.29545,23.297329
鹤龙四路(龙兴西路口),鹤龙四路(龙兴西路口),鹤龙四路(龙兴西路口)站,BV09196447,113.297921,23.279458
鹤龙四路(龙兴西路口),鹤龙四路(龙兴西路口),鹤龙四路(龙兴西路口)2,BV09226081,113.298068,23.279402
鹤龙四路(龙兴西路口),鹤龙四路(龙兴西路口),鹤龙四路(龙兴西路口)1,BV09228303,113.297739,23.279499
鹤龙四路(龙兴西路口),鹤龙四路(龙兴西路口),鹤龙四路,BV09194001,113.297379,23.27699
鹤龙四路(龙兴西路口),鹤龙四路(龙兴西路口)1站(原行知学院站),鹤龙四路(龙兴西路口),BV09244070,113.29745,23.277173
鹭江,鹭江,鹭江站,BV11687958,113.303707,23.098087
鹭江,鹭江,鹭江2,BV09335012,113.303707,23.098087
鹭江,鹭江,鹭江1,BV09160624,113.303474,23.097939
鹿田村水口站,鹿田村水口,鹿田村水口站,BV11491299,113.505292,23.624826
鹿颈村牌坊站,鹿颈村牌坊,鹿颈村牌坊站,BV11457411,113.597454,22.75974
鹿颈牌坊站,鹿颈牌坊,鹿颈牌坊站,BV10608988,113.597454,22.75974
鹿鸣山总站,鹿鸣山总,鹿鸣山总站,BV09068673,113.528135,23.085544
麒麟中学站,麒麟中学,麒麟中学站,BV10019210,113.493232,22.816611
麒麟新城三期总站,麒麟新城三期总,麒麟新城三期总站,BV11298836,113.489228,22.818736
麒麟新城站,麒麟新城,麒麟新城站,BV10015926,113.495995,22.813296
麒龙西路站,麒龙西路,麒龙西路站,BV11159276,113.499643,22.830515
麓景路,麓景路,麓景路,BV11688573,113.272921,23.1463
麓湖公园,麓湖公园,麓湖公园,BV10013648,113.276588,23.147131
麟龙西路站,麟龙西路,麟龙西路站,BV11037292,113.499667,22.830486
麦村,麦村#1,麦村,BV10016318,113.225857,23.065113
麦村,麦村#2,麦村,BV10655506,113.858778,23.372392
麦村村委,麦村村委#1,麦村村委,BV10022141,113.584634,23.254141
麦村村委,麦村村委#2,麦村村委,BV11118931,113.843685,23.381707
麦田生态园站,麦田生态园,麦田生态园站,BV11491313,113.497995,23.603493
麻一木棉站,麻一木棉,麻一木棉站,BV11198745,113.607082,23.603235
麻三村,麻三村,麻三村,BV09269179,113.563878,23.055455
麻三村委,麻三村委,麻三村委,BV11115217,113.610272,23.613916
麻二大房站,麻二大房,麻二大房站,BV11366910,113.611156,23.610601
麻二村委,麻二村委,麻二村委,BV11115213,113.609459,23.607019
麻冚村,麻冚村,麻冚村,BV11488232,113.889876,23.447035
麻冚村委,麻冚村委,麻冚村委,BV11488229,113.896588,23.458619
麻奢,麻奢,麻奢,BV11270058,113.111765,23.216061
麻奢医院,麻奢医院,麻奢医院,BV10889441,113.116246,23.215969
麻涌一中,麻涌一中,麻涌一中站,BV09269175,113.573428,23.058704
麻涌中学,麻涌中学,麻涌中学,BV10424344,113.583629,23.049747
麻涌市场(古梅美食街),麻涌市场(古梅美食街),麻涌市场,BV11309028,113.567709,23.055277
麻涌市场(古梅美食街),麻涌市场(古梅美食街),麻涌市场(古梅美食街),BV10494261,113.567709,23.055277
麻涌文化广场,麻涌文化广场,麻涌文化广场,BV10262819,113.578369,23.056179
麻涌码头,麻涌码头,麻涌码头,BV11328078,113.528039,23.030626
麻涌车站,麻涌车,麻涌车站,BV10266782,113.566353,23.05528
麻涌镇政府,麻涌镇政府,麻涌镇政府,BV10265742,113.576902,23.053058
麻车村,麻车村,麻车村,BV10024293,113.764064,23.20002
麻车村委,麻车村委,麻车村委,BV11367805,113.768531,23.193089
黄丽街,黄丽街,黄丽街,BV11627311,113.207141,23.170088
黄冈中学,黄冈中学,黄冈中学,BV10977756,113.253371,23.370331
黄冈小学,黄冈小学,黄冈小学,BV11688049,113.228921,23.4215
黄华路,黄华路,黄华路,BV10022210,113.272817,23.137165
黄华路口,黄华路口,黄华路口,BV10022209,113.273055,23.135186
黄园路,黄园路,黄园路,BV10021138,113.260754,23.208476
黄围,黄围#1,黄围,BV11474708,113.675166,23.661821
黄围,黄围#2,黄围,BV09243515,113.641528,23.522168
黄围,黄围#3,黄围,BV11474710,113.656424,23.781285
黄场,黄场,黄场站,BV11480860,113.547131,23.618101
黄场二社,黄场二社,黄场二社站,BV11480858,113.541656,23.623988
黄埔东路(石化南路),黄埔东路(石化南路),黄埔东路(石化南路),BV09070814,113.464551,23.099094
黄埔东路(石化南路)总站,黄埔东路(石化南路)总,黄埔东路(石化南路)总站,BV09065963,113.462793,23.099457
